Score-ScoreOther,ScoreOther-Score,Number of Records,Score (bin),Emotion,Id Of The Other In The Pair,Id,One Of The Pairs And With Hashtag Flag,One Of The Pairs Flag,Query Hashtag,Score Of The Other,Score,Testflag,Tweet Of The Other In The Pair,Tweet
,,1,0.75,fear,,21780,singleton,0,,,0.792,test,,"@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down"
,,1,0.35,fear,,21836,singleton,0,,,0.375,test,,@cresbots dw I think cheeks are the most attractive thing in guys too it's terrible tbh
,,1,0.30,fear,,22103,singleton,0,,,0.333,test,,"@crowder_rachel @LillieGregg she's famous now, begged a living of some mugs fame! Work shy freeloader. Deserves it all"
,,1,0.45,fear,,21593,singleton,0,,,0.458,test,,"@ctp It's daunting trying to follow Swift news/trends, and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently."
,,1,0.50,fear,,21323,singleton,0,,,0.521,test,,"@Curculiunculus @System1Politics Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible."
,,1,0.60,fear,,22123,singleton,0,,,0.604,test,,@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un
,,1,0.30,fear,,21308,singleton,0,,,0.333,test,,@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘
,,1,0.30,fear,,22163,singleton,0,,,0.312,test,,"@danmericaCNN @aefadul22 HRC has the experience, temperment, knowledge &amp; ability to lead us in this perilous time"
,,1,0.35,fear,,22056,singleton,0,,,0.396,test,,@darcomafloy OMG IM CRYING HAHAHAHA ikaw talaga tagagising ko HAHA shet i set my alarm BUT I FORGOT TO TURN IT ON but im awake now so--
,,1,0.50,fear,,21483,singleton,0,,,0.5,test,,@Darren32895836 @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..
,,1,0.45,fear,,22147,singleton,0,,,0.479,test,,@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources
,,1,0.40,fear,,21330,singleton,0,,,0.438,test,,@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there
,,1,0.50,fear,,21329,singleton,0,,,0.542,test,,"@devenmiddleton i'm totally loving it, it just makes me sad when people feel super awful cuz they aren't abroad like life is still goin"
,,1,0.25,fear,,21385,singleton,0,,,0.292,test,,"@Diana_Buds well, did she make you laugh with her panic mania or not??¿"
,,1,0.35,fear,,21499,singleton,0,,,0.375,test,,@Dolla_DeLotta They wanna bully the Inhuman.
,,1,0.60,fear,,21425,singleton,0,,,0.604,test,,"@DrColJ @drshow #Muslims have been in USA for ages. To think that Muslims commit #terrorism due to #Islam, you gotta be out of your mind."
,,1,0.55,fear,,21562,singleton,0,,,0.566,test,,@drunkafzayn @vogueszap yes it's shocking how islamophobic Indias are considering how many Muslims live there
,,1,0.55,fear,,21395,singleton,0,,,0.56,test,,@DsWorld18 did you hear it? Cause I am getting messages about the ground shaking
,,1,0.60,fear,,21461,singleton,0,,,0.646,test,,@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople
,,1,0.35,fear,,22208,singleton,0,,,0.375,test,,"@DunsScottus @FaithNGuns @buggazing @Patriot_Musket Yep, Owen Garriott told me it was ghastly. None of his peeps ever had it :)"
,,1,0.60,fear,,21629,singleton,0,,,0.646,test,,@economictimes World knows #Pakistan is an epicentre of #terror. The #pakistan speech in UN has define their agenda
,,1,0.50,fear,,21712,singleton,0,,,0.5,test,,"@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again. #epic  #ineedtherapy"
,,1,0.50,fear,,21824,singleton,0,,,0.542,test,,"@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again.#epic #horror #ineedtherapy"
,,1,0.45,fear,,21844,singleton,0,,,0.479,test,,@EmilySmissaert @navinrmal it's a shocking revelation!!!!
,,1,0.60,fear,,21702,singleton,0,,,0.604,test,,"@erickogi @citizentvkenya @OfficialJMbugua but at what price. The near misses are too many, am afraid it may translate into something else"
,,1,0.40,fear,,22109,singleton,0,,,0.4,test,,@EricNobody @ArmouredSkeptic @YouTube This shit is gonna start a cold war of who can flag who first.
,,1,0.35,fear,,21520,singleton,0,,,0.375,test,,"@esanderc @MrsFridayNext It is very specific areas only. I care like 0% about clothes, much to my mother's dismay."
,,1,0.25,fear,,21766,singleton,0,,,0.25,test,,"@escotony sorry to hear about your experience, however, please do not hesitate to contact us via live chat or email at askdysonUS@dyson.com"
,,1,0.50,fear,,21876,singleton,0,,,0.5,test,,@ETimsNet I wanted him dropped a while ago. Its a concern for us no doubt
,,1,0.60,fear,,21631,singleton,0,,,0.604,test,,@FoxNews also we are having riots and protests at alarming rate every time there's a person of color that is shot.
,,1,0.80,fear,,22159,singleton,0,,,0.833,test,,@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.
,,1,0.50,fear,,21751,singleton,0,,,0.547,test,,@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.
,,1,0.50,fear,,21772,singleton,0,,,0.542,test,,"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare."
,,1,0.35,fear,,21891,singleton,0,,,0.355,test,,@Ganypede I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate.
,,1,0.35,fear,,21575,singleton,0,,,0.375,test,,"@Gen_Ironicus Musicians have a superstitious dread of crossing highway 69, true story"
,,1,0.45,fear,,21666,singleton,0,,,0.479,test,,@GenevievePere23 @swifttwinner13 WOW you're calling me bully bc I correct a typo?😂 harsh
,,1,0.25,fear,,22023,singleton,0,,,0.25,test,,"@GeordieTommy_ @Xbox High school or not, it's still shocking. Just because you love Xbox. Good luck tomorrow! 💪"
,,1,0.40,fear,,21307,singleton,0,,,0.417,test,,"@gfunk85 @officialpes you must have been one of 'them'. Those that used long balls to win matches. Your reign of terror is over, accept it"
,,1,0.70,fear,,21729,singleton,0,,,0.729,test,,@gingermckchav @MichCorsilles @ArevaMartin @HarvardBLSA @ShareblueMedia Apparently nothing like the terror cops have of black people.
,,1,0.40,fear,,21850,singleton,0,,,0.438,test,,@gmbremer is his shoulder a legit concern? 'Expects to play' isn't reassuring 2 games into the season after having shoulder problems.
,,1,0.30,fear,,22193,singleton,0,,,0.333,test,,@GOtvNg CN seems like you only appreciate good reviews. No apologies to my concern years ago.
,,1,0.30,fear,,22077,singleton,0,,,0.312,test,,@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!
,,1,0.60,fear,,21887,singleton,0,,,0.604,test,,"@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out."
,,1,0.65,fear,,21790,singleton,0,,,0.688,test,,@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC
,,1,0.40,fear,,21931,singleton,0,,,0.438,test,,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible
,,1,0.50,fear,,22181,singleton,0,,,0.5,test,,@icuminhoesasses Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?
,,1,0.30,fear,,21482,singleton,0,,,0.312,test,,@imjustatrankk awe yay wish i could rt /:
,,1,0.55,fear,,21752,singleton,0,,,0.562,test,,@imtarakate Uggh that's really horrible. You're not a bad person by any stretch of the imagination. I hope this person realizes that.
,,1,0.45,fear,,21968,singleton,0,,,0.479,test,,@indiamarshall_ that's great! It's not easy!\n&amp; it's amazing when nervousness turns into adrenaline 😂\nHad you had concerts as soloist before?
,,1,0.25,fear,,21684,singleton,0,,,0.25,test,,@InfluensterVox @irontekfit I love my #IronTekFit protein shake in the morning before yoga! #ESVoxbox
,,1,0.45,fear,,22017,singleton,0,,,0.458,test,,@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —
,,1,0.35,fear,,21272,singleton,0,,,0.354,test,,@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from.
,,1,0.45,fear,,21599,singleton,0,,,0.458,test,,@JamieSmart93 that was shocking!
,,1,0.20,fear,,22182,singleton,0,,,0.229,test,,"@jamieyates That's what we strive for, Jamie! Please don't hesitate to reach out if you have any questions along the way. 🙂"
,,1,0.30,fear,,22105,singleton,0,,,0.312,test,,@JaredWyand @ilovetailgating the beak on that woman is almost as shocking as the low IQ of her followers.
,,1,0.45,fear,,21767,singleton,0,,,0.452,test,,@jdwmaguire 'They will be a formidable challenge' Roy Hodgson on Northampton Town *shudders*
,,1,0.50,fear,,21544,singleton,0,,,0.528,test,,@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.
,,1,0.15,fear,,21625,singleton,0,,,0.167,test,,@jkriv You're most welcome. Please check with us anytime you have a question or concern.
,,1,0.50,fear,,21982,singleton,0,,,0.521,test,,"@joeyskawaii i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety."
,,1,0.65,fear,,21954,singleton,0,,,0.667,test,,"@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform."
,,1,0.55,fear,,21864,singleton,0,,,0.562,test,,@JordanChariton If that doesn't out Dem's in panic mode then I don't know what will...
,,1,0.35,fear,,21828,singleton,0,,,0.396,test,,"@joshgad My three year old asked me if Trump was a bad man, like a bully. After saying yes he's a bully, my son said mute him. We did!"
,,1,0.10,fear,,21942,singleton,0,,,0.146,test,,@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.
,,1,0.30,fear,,21967,singleton,0,,,0.319,test,,@Jpennifan OH sorry for your divorce but don't worry I will be a good wife then (no reference)
,,1,0.75,fear,,21302,singleton,0,,,0.771,test,,@jshayevitz @Israel is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!
,,1,0.55,fear,,22148,singleton,0,,,0.562,test,,@JustinTrudeau opened doors to terrorism and he will pay for it. @CP24 @globalnewsto
,,1,0.60,fear,,21528,singleton,0,,,0.636,test,,@kateemick what a nightmare
,,1,0.25,fear,,22138,singleton,0,,,0.271,test,,@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!
,,1,0.15,fear,,21303,singleton,0,,,0.188,test,,@kevinrouth Now that's what I call a gameface! #gameface
,,1,0.50,fear,,21990,singleton,0,,,0.509,test,,@keyshamackie it's fucking dreadful for live footy matches
,,1,0.65,fear,,21360,singleton,0,,,0.673,test,,@KimPiggie @kristasaidthis oh every people can make tipo. It is terrible bullying them about that. It's trvial and very sad.😔
,,1,0.45,fear,,21510,singleton,0,,,0.458,test,,"@KissFMUK rescue my morning, turned up to the gym an hour early before it opened! #nightmare ☝️"
,,1,0.40,fear,,21342,singleton,0,,,0.43,test,,@kohara19 It's a rare land octopus. Be very afraid.
,,1,0.70,fear,,21973,singleton,0,,,0.708,test,,@Koishiteruze she was scare not knowing what to do
,,1,0.50,fear,,21430,singleton,0,,,0.521,test,,@LanaDelRey @Ocelottacash tfw ur fans panic cuz they think u cut ur hair
,,1,0.35,fear,,21680,singleton,0,,,0.396,test,,"@LaneWoolery @FFKazman experience all plays a role in that, it's education and preparedness not fear"
,,1,0.40,fear,,22188,singleton,0,,,0.417,test,,@LeafyIsHere will showing off biceps scare you?
,,1,0.45,fear,,21531,singleton,0,,,0.479,test,,@LeeMorris7 I had no idea until I came off air directing at 7pm #shocking 😕
,,1,0.85,fear,,21619,singleton,0,,,0.875,test,,@lhbrown1990 @Jimcummingsacme I'm afraid to look!
,,1,0.40,fear,,21880,singleton,0,,,0.438,test,,@lilpeachbbyy dude dead ass she said if she came she'd start shit with Amy &amp; literally Amy didn't do anything but cal her out on her BS
,,1,0.55,fear,,21927,singleton,0,,,0.562,test,,@loismackey_ @Dory nah way that's horrible
,,1,0.60,fear,,21679,singleton,0,,,0.625,test,,@LucasDrakeH @realDonaldTrump @GenFlynn @RandPaul @trump2016fan terrorist attack and terrorism already exists in the history of islam.
,,1,0.40,fear,,21652,singleton,0,,,0.426,test,,@maddie_truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet
,,1,0.05,fear,,21943,singleton,0,,,0.083,test,,"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?"
,,1,0.25,fear,,22025,singleton,0,,,0.271,test,,@ManUtd carrick and Herrera proved their worth last night. What more does Rooney need to do to get dropped #awful. Rashford needs to start
,,1,0.45,fear,,21353,singleton,0,,,0.479,test,,@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!
,,1,0.60,fear,,21338,singleton,0,,,0.625,test,,@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.
,,1,0.20,fear,,21713,singleton,0,,,0.229,test,,@MarissaYerton wanna shake my tree??? 🍑🍑🍑🍑
,,1,0.40,fear,,21552,singleton,0,,,0.438,test,,@Masonicmoron i always hesitate to update.  At least it's no the horrors iPhone users endure every few months 😅😅
,,1,0.45,fear,,21683,singleton,0,,,0.479,test,,@MatherFamilys @SDICenter @CAllstadt \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?
,,1,0.35,fear,,21445,singleton,0,,,0.375,test,,@MaxiNutrition order 321073 parcel 15502922895987. #awful #customercare by @DPD_UK tried to view calling card online. black image #noshow
,,1,0.45,fear,,21675,singleton,0,,,0.458,test,,@mcauley_ross rojo is awful
,,1,0.10,fear,,22081,singleton,0,,,0.125,test,,@mcrichard awe that's adorable
,,1,0.50,fear,,21867,singleton,0,,,0.542,test,,@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak
,,1,0.50,fear,,21641,singleton,0,,,0.5,test,,@MobilePunch  alarming
,,1,0.50,fear,,21923,singleton,0,,,0.542,test,,"@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!"
,,1,0.35,fear,,22120,singleton,0,,,0.396,test,,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???
,,1,0.45,fear,,21553,singleton,0,,,0.479,test,,"@mylittlepwnies3 \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists"
,,1,0.20,fear,,22020,singleton,0,,,0.208,test,,@n_harrill awe! Thank you! 😊😊
,,1,0.60,fear,,21472,singleton,0,,,0.62,test,,"@NancyErvin4 The most ghastly thing is the silence from the #AARP. Trump says he won't touch SS, but his tax plan belies that.  Huge cuts."
,,1,0.60,fear,,21648,singleton,0,,,0.646,test,,@Naya_Eclissu + me!'\n\nAnd that's when she suddenly became quiet as her lips started to tremble \n\n'...........Naya'\n\n'I don't want to +
